Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides V-Day1-1	Peptides V-Day1-2	Peptides V-Day1-3	Peptides V-Day2-1	Peptides V-Day2-2	Peptides V-Day2-3	Peptides V-Mock1	Peptides V-Mock2	Peptides V-Mock3	Razor + unique peptides V-Day1-1	Razor + unique peptides V-Day1-2	Razor + unique peptides V-Day1-3	Razor + unique peptides V-Day2-1	Razor + unique peptides V-Day2-2	Razor + unique peptides V-Day2-3	Razor + unique peptides V-Mock1	Razor + unique peptides V-Mock2	Razor + unique peptides V-Mock3	Unique peptides V-Day1-1	Unique peptides V-Day1-2	Unique peptides V-Day1-3	Unique peptides V-Day2-1	Unique peptides V-Day2-2	Unique peptides V-Day2-3	Unique peptides V-Mock1	Unique peptides V-Mock2	Unique peptides V-Mock3	Sequence length	Sequence lengths	Intensity V-Day1-1	Intensity V-Day1-2	Intensity V-Day1-3	Intensity V-Day2-1	Intensity V-Day2-2	Intensity V-Day2-3	Intensity V-Mock1	Intensity V-Mock2	Intensity V-Mock3	LFQ intensity V-Day1-1	LFQ intensity V-Day1-2	LFQ intensity V-Day1-3	LFQ intensity V-Day2-1	LFQ intensity V-Day2-2	LFQ intensity V-Day2-3	LFQ intensity V-Mock1	LFQ intensity V-Mock2	LFQ intensity V-Mock3	Protein IDs	Majority protein IDs
			1	1	1	4.6	4.6	4.6	45.407	0.0027804	10.525	3439100	3	1	1	1	NaN	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	411	411	0	301290	1244000	217960	0	1675800	0	0	0	12.8926275066049	12.8640893941569	12.9852371303734	12.7555552619721	9.45532126356455	13.9728003352245	11.0539171844206	13.5258246123689	11.4973241381157	tr|A0A0D9S1D9|A0A0D9S1D9_CHLSB	tr|A0A0D9S1D9|A0A0D9S1D9_CHLSB
			2	2	2	1.3	1.3	1.3	233.89	0.002809	10.941	24557000	3	2	2	2	NaN	1	0	1	1	2	2	2	0	0	0	0	1	1	2	2	2	0	0	0	0	1	1	2	2	2	0	0	0	2113	2113	0	737260	3313800	928090	12917000	6660800	0	0	0	9.97191203707282	14.7315842079472	14.639397239482	15.2641126779686	16.0822114259184	15.7077096247061	12.3996515087887	11.6972845110082	11.2139274533139	tr|A0A0D9S1F5|A0A0D9S1F5_CHLSB	tr|A0A0D9S1F5|A0A0D9S1F5_CHLSB
			5	5	5	20.2	20.2	20.2	30.886	0	33.375	5567500	8	5	5	5	NaN	1	1	3	3	1	3	3	0	0	0	1	3	3	1	3	3	0	0	0	1	3	3	1	3	3	0	0	0	267	267	26504	776870	2820300	82303	1077900	783600	0	0	0	12.5656495320009	14.2877845124982	13.7450440050345	12.4546591512762	12.1253488900298	12.6907182657972	12.5154797354762	12.7042871392036	12.438181173866	tr|A0A0D9S1G0|A0A0D9S1G0_CHLSB	tr|A0A0D9S1G0|A0A0D9S1G0_CHLSB
			18	18	18	63.3	63.3	63.3	29.945	0	277.82	205500000	97	NaN	NaN	NaN	NaN	2	7	13	14	12	12	16	1	5	3	7	13	14	12	12	16	1	5	3	7	13	14	12	12	16	1	5	3	264	NaN	3506600	14045000	51943000	17205000	70176000	48304000	33389	192600	95833	19.1706488285749	18.7603950966298	18.5710415476011	18.5688171111617	18.1720660863974	19.0435613579504	15.6638360319457	17.6640027628865	15.7605380400093	tr|A0A0D9S1G6|A0A0D9S1G6_CHLSB;tr|A0A0D9SC75|A0A0D9SC75_CHLSB	tr|A0A0D9S1G6|A0A0D9S1G6_CHLSB
			2	2	2	7.9	7.9	7.9	26.624	0.0028222	11.012	529710	2	2	2	2	NaN	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	229	229	0	0	529710	0	0	0	0	0	0	11.5316119987266	9.43848401146136	11.7166051413354	11.518035532428	9.54605971033318	12.509767491012	12.5848233970205	12.0038052720945	11.2733255547233	tr|A0A0D9S1L0|A0A0D9S1L0_CHLSB	tr|A0A0D9S1L0|A0A0D9S1L0_CHLSB
			1	1	1	2.7	2.7	2.7	51.169	0.0025126	6.8248	446930	1	NaN	NaN	NaN	NaN	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	451	NaN	0	0	0	35643	0	411290	0	0	0	12.7460169731667	10.9880992220078	9.70677958467023	10.3682881855347	8.54175928798884	11.9092555776657	12.6450664429461	12.5846980624753	12.444866887573	tr|A0A0D9S1P2|A0A0D9S1P2_CHLSB;tr|A0A0D9S1M0|A0A0D9S1M0_CHLSB	tr|A0A0D9S1P2|A0A0D9S1P2_CHLSB;tr|A0A0D9S1M0|A0A0D9S1M0_CHLSB
			1	1	1	3.5	3.5	3.5	57.225	0.002611	7.2421	1160500	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	514	514	0	0	0	0	1160500	0	0	0	0	10.3530550599453	9.61628207747148	11.2815664349701	11.0242713112169	12.6369644113301	9.80926118656487	12.2375303830303	11.9186756780683	12.2972164287838	tr|A0A0D9S1N3|A0A0D9S1N3_CHLSB	tr|A0A0D9S1N3|A0A0D9S1N3_CHLSB
			1	1	1	2.8	2.8	2.8	62.472	0.0024979	6.7904	2117100	2	1	1	1	NaN	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	564	564	0	0	1206200	140780	675960	94186	0	0	0	11.9916225816271	11.1401177667973	13.735450250603	12.7453591989419	12.4309751725881	10.8561142339775	12.1992566381487	11.7364671559213	13.4123039587424	tr|A0A0D9S1S2|A0A0D9S1S2_CHLSB	tr|A0A0D9S1S2|A0A0D9S1S2_CHLSB
			3	3	3	7.1	7.1	7.1	88.067	0	22.563	7332700	7	3	3	3	NaN	1	0	0	1	1	3	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	1	1	3	0	0	0	0	770	770	0	0	54800	503740	6774100	0	0	0	0	11.6823051865785	11.7269646252915	13.9127957974715	14.346167422633	14.2595226062623	10.257573528973	11.9772407475257	12.9569549546768	12.5787895951807	tr|A0A0D9S1T9|A0A0D9S1T9_CHLSB	tr|A0A0D9S1T9|A0A0D9S1T9_CHLSB
			2	2	2	9.7	9.7	9.7	36.536	0	34.868	9783300	6	NaN	NaN	NaN	NaN	2	0	0	2	2	2	2	0	0	0	0	0	2	2	2	2	0	0	0	0	0	2	2	2	2	0	0	0	329	NaN	0	0	4353000	644840	2884100	1901400	0	0	0	13.1658040042358	10.8125694076792	14.7747870596012	14.1815405269222	13.9172788309204	14.1186977920325	12.9736960005693	13.4557462651863	11.6177301646586	tr|A0A0D9S1U7|A0A0D9S1U7_CHLSB;tr|A0A0D9SAI6|A0A0D9SAI6_CHLSB	tr|A0A0D9S1U7|A0A0D9S1U7_CHLSB;tr|A0A0D9SAI6|A0A0D9SAI6_CHLSB
			4	4	4	13.7	13.7	13.7	39.77	0	26.333	7287900	7	4	4	4	NaN	1	1	1	1	1	3	4	0	0	0	1	1	1	1	3	4	0	0	0	1	1	1	1	3	4	0	0	0	380	380	64542	33146	33034	45873	3123500	3987800	0	0	0	11.8926566492203	10.6998326874895	10.2572699706356	11.3446842735338	13.5020859039859	15.4337158306884	12.4609703665627	13.9470648848935	12.4089620560158	tr|A0A0D9S1Y5|A0A0D9S1Y5_CHLSB	tr|A0A0D9S1Y5|A0A0D9S1Y5_CHLSB
			7	7	7	11.4	11.4	11.4	86.581	0	50.239	5246700	11	7	7	7	NaN	1	1	2	4	2	5	0	0	0	1	1	2	4	2	5	0	0	0	1	1	2	4	2	5	0	0	0	1	792	792	133790	237450	1544800	312590	2989700	0	0	0	28419	14.2315962086685	12.3139600376259	12.7732010351823	12.9027142662427	13.8124781699361	11.313902746906	12.7712118851498	13.0409651418294	14.3518364443684	tr|A0A0D9S1Y8|A0A0D9S1Y8_CHLSB	tr|A0A0D9S1Y8|A0A0D9S1Y8_CHLSB
			5	5	5	46.6	46.6	46.6	13.527	0	35.94	20646000	12	5	5	5	NaN	1	2	2	5	2	2	1	0	0	0	2	2	5	2	2	1	0	0	0	2	2	5	2	2	1	0	0	0	118	118	94384	788230	14359000	263160	3702500	1438900	0	0	0	14.4095235306914	15.4670641831691	16.5012463051713	14.075479149488	14.185340053829	14.8311587700151	13.2134822461167	12.4132371992608	11.5591533741487	tr|A0A0D9S1Z5|A0A0D9S1Z5_CHLSB	tr|A0A0D9S1Z5|A0A0D9S1Z5_CHLSB
+			1	1	1	1.2	1.2	1.2	108.61	1	-2	574610	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1000	1000	0	0	0	0	574610	0	0	0	0	11.5903420165684	10.5105472156173	10.1617745901478	9.85468136447558	11.801304186049	9.8133582848069	12.2664283460757	12.4659915718495	10.8269524493893	tr|A0A0D9S220|A0A0D9S220_CHLSB	tr|A0A0D9S220|A0A0D9S220_CHLSB
			2	2	2	3.9	3.9	3.9	141.17	0	13.282	5459600	4	2	2	2	NaN	1	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	1274	1274	0	0	3071700	110340	2277500	0	0	0	0	10.165748821647	11.2257792234161	15.4198285390832	13.29275299625	13.1576627272085	11.8867509757644	12.0592716819577	13.1229092321276	12.909659578516	tr|A0A0D9S238|A0A0D9S238_CHLSB	tr|A0A0D9S238|A0A0D9S238_CHLSB
			2	2	2	9.4	9.4	9.4	27.753	0	19.359	1513500	4	2	2	2	NaN	1	0	0	1	0	0	2	0	0	1	0	0	1	0	0	2	0	0	1	0	0	1	0	0	2	0	0	1	255	255	0	0	0	0	0	1497000	0	0	16496	11.3221765464213	11.3030546665954	9.7879070691861	10.2415224477645	9.99412012780167	12.8694588975219	12.318630705082	12.8546452208695	13.8057438721516	tr|A0A0D9S247|A0A0D9S247_CHLSB	tr|A0A0D9S247|A0A0D9S247_CHLSB
			4	2	2	24.4	14.4	14.4	24.033	0	13.385	6146900	3	4	2	2	NaN	1	1	3	3	2	2	3	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	209	209	0	200730	5507700	0	0	438420	0	0	0	11.6608703577107	12.3640525569756	9.68418517904658	9.63219559230184	9.18345243930368	12.0014081943928	13.0636295266401	11.8370847794848	12.1199516169631	tr|A0A0D9S252|A0A0D9S252_CHLSB	tr|A0A0D9S252|A0A0D9S252_CHLSB
			3	3	3	4.3	4.3	4.3	108.73	0	21.387	3490600	3	3	3	3	NaN	1	0	0	1	2	3	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	1	2	3	0	0	0	0	976	976	0	0	79454	274600	3136600	0	0	0	0	12.2713553830736	9.14718943474157	14.5374004249368	14.330426748998	13.8563282562632	10.564608261838	12.5030156340223	12.6304753101977	12.2175951778887	tr|A0A0D9S286|A0A0D9S286_CHLSB	tr|A0A0D9S286|A0A0D9S286_CHLSB
			2	2	2	7.6	7.6	7.6	33.23	0.001912	11.43	694040	1	2	2	2	NaN	1	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	290	290	0	0	0	37807	656230	0	0	0	0	11.2824681032326	10.4488414836419	9.93068811190953	11.3341056502731	11.499995329796	9.84261934081902	11.6316607402068	12.2516234793052	11.697483967401	tr|A0A0D9S288|A0A0D9S288_CHLSB	tr|A0A0D9S288|A0A0D9S288_CHLSB
			11	9	9	19	17.3	17.3	92.598	0	104.6	12953000	13	11	9	9	NaN	1	2	2	2	6	10	4	2	3	3	1	1	0	4	8	2	0	2	1	1	1	0	4	8	2	0	2	1	804	804	134160	33293	0	1008100	9773500	1882400	0	62637	58712	14.4642266476716	11.5784670437392	10.3881168100132	14.9318916968244	15.7579889243525	15.5837879545023	13.1717123180987	15.9196315136969	15.2819662387259	tr|A0A0D9S294|A0A0D9S294_CHLSB	tr|A0A0D9S294|A0A0D9S294_CHLSB
			2	2	2	20.1	20.1	20.1	16.837	0	23.804	3643600	4	2	2	2	NaN	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	149	149	0	0	3128300	0	0	515300	0	0	0	11.276330490703	10.1523439789065	13.7524851858842	11.001301710056	10.3849374120691	13.4112461518404	14.1425144148937	12.9307276133092	13.1637421892505	tr|A0A0D9S2A3|A0A0D9S2A3_CHLSB	tr|A0A0D9S2A3|A0A0D9S2A3_CHLSB
			9	9	9	16.1	16.1	16.1	66.541	0	58.211	13236000	13	9	9	9	NaN	1	2	4	6	4	9	3	2	0	0	2	4	6	4	9	3	2	0	0	2	4	6	4	9	3	2	0	0	603	603	48497	360100	1045000	254420	10566000	917990	43836	0	0	15.6313760265604	16.1626076853167	16.8854818975774	16.0867789570975	17.0456956804654	17.2557109436627	15.2758335100135	13.2061253778535	12.27320822016	tr|A0A0D9S2A5|A0A0D9S2A5_CHLSB	tr|A0A0D9S2A5|A0A0D9S2A5_CHLSB
			2	2	2	7.4	7.4	7.4	35.757	0	36.73	11669000	7	2	2	2	NaN	1	0	1	2	2	2	2	0	1	0	0	1	2	2	2	2	0	1	0	0	1	2	2	2	2	0	1	0	309	309	0	1467800	2231000	1050200	4221700	2683500	0	15068	0	10.5436683556083	15.3960360995747	13.7414669864011	14.8109230279573	14.2220401578648	14.6223378584844	12.0492904256603	13.2311161554109	11.7187639719826	tr|A0A0D9S2B1|A0A0D9S2B1_CHLSB	tr|A0A0D9S2B1|A0A0D9S2B1_CHLSB
			6	6	6	15.7	15.7	15.7	60.986	0	44.885	5864400	11	6	6	6	NaN	1	0	3	3	3	6	0	0	0	0	0	3	3	3	6	0	0	0	0	0	3	3	3	6	0	0	0	0	580	580	0	926690	1084200	663810	3189700	0	0	0	0	10.8043092338684	15.180142265412	14.6798649134726	14.6373607327927	13.612177385881	10.6259423389453	11.0956829623796	13.0858264355018	12.5703678125272	tr|A0A0D9S2C1|A0A0D9S2C1_CHLSB	tr|A0A0D9S2C1|A0A0D9S2C1_CHLSB
			8	8	8	13.4	13.4	13.4	81.774	0	47.937	5440700	13	NaN	NaN	NaN	NaN	2	4	7	3	2	5	7	6	0	4	4	7	3	2	5	7	6	0	4	4	7	3	2	5	7	6	0	4	745	NaN	262450	1779200	132180	113440	449400	1647200	720940	0	335880	17.451694076198	19.0245878024577	15.5618249173332	16.1900368405304	15.8384653204184	17.5303148854784	18.8073800804432	12.83169247659	18.6288797984347	tr|A0A0D9S2D4|A0A0D9S2D4_CHLSB;tr|A0A0D9RWF4|A0A0D9RWF4_CHLSB	tr|A0A0D9S2D4|A0A0D9S2D4_CHLSB
			13	3	2	25.2	7.6	5.3	48.066	0	17.747	4172400	6	13	3	2	NaN	1	3	7	5	8	11	13	4	4	5	0	0	0	2	3	3	0	1	2	0	0	0	2	2	2	0	1	2	432	432	0	0	0	533920	404380	2789700	0	36119	408200	11.9996164621796	9.86406155036248	10.6056727625028	14.9930710608358	14.8571062515856	15.6624736741998	11.1027742190973	16.9486638078096	18.2371072382869	tr|A0A0D9S2E6|A0A0D9S2E6_CHLSB	tr|A0A0D9S2E6|A0A0D9S2E6_CHLSB
			2	2	2	4	4	4	54.571	0	12.794	652870	4	2	2	2	NaN	1	1	0	1	0	0	2	0	0	0	1	0	1	0	0	2	0	0	0	1	0	1	0	0	2	0	0	0	497	497	46996	0	268760	0	0	337120	0	0	0	12.4304525516655	9.64287337878429	10.7376698631775	11.4035326393008	11.7535684364357	9.18209349474657	11.7473184319654	12.0520864159181	11.086889928823	tr|A0A0D9S2E7|A0A0D9S2E7_CHLSB	tr|A0A0D9S2E7|A0A0D9S2E7_CHLSB
			20	7	7	42.2	18.9	18.9	51.51	0	85.427	21789000	19	NaN	NaN	NaN	NaN	3	9	6	7	12	18	20	7	6	8	1	0	0	2	6	7	2	2	2	1	0	0	2	6	7	2	2	2	476	NaN	36945	0	0	1001300	6148600	12932000	593750	342600	733510	14.2517043011194	10.2625556494266	10.2761283284035	16.1778671961032	16.9104085077171	17.8768166775284	18.8522429803658	18.773107003346	19.4665066814212	tr|A0A0D9S2E8|A0A0D9S2E8_CHLSB;tr|A0A0D9S2W6|A0A0D9S2W6_CHLSB;tr|A0A0D9S2Z5|A0A0D9S2Z5_CHLSB	tr|A0A0D9S2E8|A0A0D9S2E8_CHLSB
			24	20	7	57.8	52.4	25.1	50.378	0	225.35	161830000	80	24	20	7	NaN	1	11	11	9	13	19	21	8	6	9	8	8	5	9	15	17	6	3	7	3	1	1	1	4	4	2	1	2	462	462	7061400	4309900	10002000	12980000	48906000	69364000	4746600	369170	4091400	20.2770784935755	20.6164770518335	16.467748819092	18.6195608840299	19.3969475544461	20.7150671314284	22.0120215805603	17.4792750302502	21.673057128574	tr|A0A0D9S2F0|A0A0D9S2F0_CHLSB	tr|A0A0D9S2F0|A0A0D9S2F0_CHLSB
			22	21	21	35.4	35.4	35.4	63.447	0	323.31	967360000	241	22	21	21	NaN	1	14	11	14	14	20	18	13	8	16	14	11	13	13	19	17	13	8	16	14	11	13	13	19	17	13	8	16	633	633	65332000	94948000	30367000	51343000	463640000	131540000	53679000	19506000	56999000	22.3428320959076	24.369661772167	20.2633884173468	21.2194545234989	21.6920876064772	22.7930674377893	25.0899055964913	22.7720922289457	24.4584511720676	tr|A0A0D9S2F4|A0A0D9S2F4_CHLSB	tr|A0A0D9S2F4|A0A0D9S2F4_CHLSB
			3	3	3	4.5	4.5	4.5	135.8	0	19.05	5040300	5	3	3	3	NaN	1	0	1	1	1	3	1	0	0	0	0	1	1	1	3	1	0	0	0	0	1	1	1	3	1	0	0	0	1257	1257	0	265600	179540	53266	4496900	45015	0	0	0	10.16451287647	13.652844973002	15.1590829357309	12.3518226445507	14.7944158663501	12.4222487716626	11.5761423402131	12.5207793530894	12.0530957821754	tr|A0A0D9S2G1|A0A0D9S2G1_CHLSB	tr|A0A0D9S2G1|A0A0D9S2G1_CHLSB
			11	3	3	15.4	4.2	4.2	49.357	0	17.807	1020700	3	NaN	NaN	NaN	NaN	2	5	5	5	6	8	10	5	3	4	0	0	0	0	1	3	0	0	0	0	0	0	0	1	3	0	0	0	456	NaN	0	0	0	0	35601	985100	0	0	0	11.3601190957065	9.95777560751815	11.1635417188837	12.3972629603312	13.3575520046181	16.6578766600897	11.8001160091621	12.8465414907978	11.41142811314	tr|A0A0D9S2G3|A0A0D9S2G3_CHLSB;tr|A0A0D9S2W8|A0A0D9S2W8_CHLSB	tr|A0A0D9S2G3|A0A0D9S2G3_CHLSB
			2	2	2	9	9	9	34.378	0.0019399	11.724	1402200	3	2	2	2	NaN	1	0	0	2	1	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	2	1	0	1	0	0	0	310	310	0	0	765280	122200	0	514670	0	0	0	12.1197852171158	11.0310763786538	12.2473935225523	11.952377251968	11.7070647227341	12.232750682618	12.0150099673027	12.0580596773054	10.9691871903983	tr|A0A0D9S2G5|A0A0D9S2G5_CHLSB	tr|A0A0D9S2G5|A0A0D9S2G5_CHLSB
+			3	1	1	10.6	4.8	4.8	21.883	1	-2	373650	1	3	1	1	NaN	1	0	0	0	0	2	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	189	189	0	0	0	0	46539	327110	0	0	0	11.8494643120393	11.3653178176742	10.6913230822624	10.4040172939525	12.2478088658806	15.158925203807	11.7671807171098	11.148239047818	11.9851801102339	tr|A0A0D9S2G7|A0A0D9S2G7_CHLSB	tr|A0A0D9S2G7|A0A0D9S2G7_CHLSB
			3	3	3	7.7	7.7	7.7	65.632	0	20.783	1059600	3	3	3	3	NaN	1	0	1	1	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	598	598	0	86459	0	115860	857330	0	0	0	0	11.959671168874	11.9156926826154	10.2019090717791	12.1609743749279	11.7514185291175	11.328271566182	13.1974146109086	12.3388619899416	12.7080990859476	tr|A0A0D9S2I7|A0A0D9S2I7_CHLSB	tr|A0A0D9S2I7|A0A0D9S2I7_CHLSB
			4	4	4	20.7	20.7	20.7	33.232	0	25.804	5068000	6	4	4	4	NaN	1	0	0	2	2	1	2	0	0	0	0	0	2	2	1	2	0	0	0	0	0	2	2	1	2	0	0	0	295	295	0	0	857880	166980	1937600	2105600	0	0	0	10.5013318322836	10.3192027489614	13.8980344759915	14.0338531303504	14.672204323964	13.9678566696133	12.0528084003188	11.2920388329289	11.147321015951	tr|A0A0D9S2L0|A0A0D9S2L0_CHLSB	tr|A0A0D9S2L0|A0A0D9S2L0_CHLSB
			1	1	1	1.7	1.7	1.7	109.81	0.0027675	9.9787	1785100	5	1	1	1	NaN	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	963	963	0	407030	507340	0	870730	0	0	0	0	10.7195437298613	13.3831642606351	12.8522563936329	10.8470108867743	12.4009594652223	11.0688076556917	13.3497590375438	14.0691818479406	11.9787248233078	tr|A0A0D9S2R8|A0A0D9S2R8_CHLSB	tr|A0A0D9S2R8|A0A0D9S2R8_CHLSB
			13	13	13	35.6	35.6	35.6	54.284	0	153.68	76806000	47	13	13	13	NaN	1	1	5	12	7	11	10	0	0	0	1	5	12	7	11	10	0	0	0	1	5	12	7	11	10	0	0	0	483	483	164460	1939700	35562000	3736300	19084000	16320000	0	0	0	15.8111990625972	16.4591273961587	17.8330012373938	16.6568996499148	16.811399781895	17.6721076179375	12.6441710992346	13.5034120105234	11.8102018266885	tr|A0A0D9S2T3|A0A0D9S2T3_CHLSB	tr|A0A0D9S2T3|A0A0D9S2T3_CHLSB
			27	26	21	43.8	42.7	37.8	62.653	0	323.31	1637800000	343	NaN	NaN	NaN	NaN	12	19	19	22	23	26	22	18	14	16	18	18	21	22	25	21	18	13	15	14	14	17	17	20	17	14	10	12	616	NaN	48457000	134010000	191220000	107790000	606590000	388410000	91289000	29423000	40626000	23.25609118092	24.1306126652623	22.0832650574951	22.3741140254295	22.8054801746299	24.5872638558698	25.4524622097976	23.9621695000731	25.4427519379488	tr|A0A0D9S2X0|A0A0D9S2X0_CHLSB;tr|A0A0D9S2X2|A0A0D9S2X2_CHLSB;tr|A0A0D9S2X8|A0A0D9S2X8_CHLSB;tr|A0A0D9S2Y9|A0A0D9S2Y9_CHLSB;tr|A0A0D9S2Q0|A0A0D9S2Q0_CHLSB;tr|A0A0D9S2N0|A0A0D9S2N0_CHLSB;tr|A0A0D9S2H7|A0A0D9S2H7_CHLSB;tr|A0A0D9S2L5|A0A0D9S2L5_CHLSB;tr|A0A0D9S2K6|A0A0D9S2K6_CHLSB;tr|A0A0D9S2L2|A0A0D9S2L2_CHLSB;tr|A0A0D9S2Y3|A0A0D9S2Y3_CHLSB;tr|A0A0D9S2Z3|A0A0D9S2Z3_CHLSB	tr|A0A0D9S2X0|A0A0D9S2X0_CHLSB
+			1	1	1	8.9	8.9	8.9	14.095	1	-2	8357000	1	1	1	1	NaN	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	123	123	0	0	0	0	0	8357000	0	0	0	10.9475295889087	10.6023986128434	10.5218414355594	11.7746405937715	11.6769656133263	16.5600193006023	13.7660013822085	12.2348226758999	13.0098772135612	tr|A0A0D9S2Y5|A0A0D9S2Y5_CHLSB	tr|A0A0D9S2Y5|A0A0D9S2Y5_CHLSB
			14	5	5	7.1	3	3	276.97	0	36.557	9534300	13	14	5	5	NaN	1	6	12	10	9	9	6	7	4	5	0	3	2	3	3	0	0	0	0	0	3	2	3	3	0	0	0	0	2462	2462	0	2264800	1894700	1466000	3908700	0	0	0	0	11.0443694892792	15.9594360050699	13.4284910353322	15.5717822648946	15.3169885619201	10.9292983362538	12.75242398813	15.0574852037031	12.8460272547904	tr|A0A0D9S324|A0A0D9S324_CHLSB	tr|A0A0D9S324|A0A0D9S324_CHLSB
			1	1	1	3.6	3.6	3.6	36.374	0	14.855	0	1	1	1	1	NaN	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	334	334	0	0	0	0	0	0	0	0	0	11.7381831537149	11.4609296235799	9.91073360781575	9.73429909971541	10.2364865430561	11.0170886311527	12.8975832003483	12.4567328700099	12.4700890604943	tr|A0A0D9S329|A0A0D9S329_CHLSB	tr|A0A0D9S329|A0A0D9S329_CHLSB
			13	13	13	32.6	32.6	32.6	51.156	0	119.19	31927000	28	13	13	13	NaN	1	1	4	9	4	8	10	0	1	0	1	4	9	4	8	10	0	1	0	1	4	9	4	8	10	0	1	0	463	463	62680	1723100	6988600	1114800	10764000	11256000	0	18387	0	13.6107941690532	15.4495033416983	15.1621946128154	15.5283320088612	15.5342420797978	16.7313190310251	12.1226646177338	13.8175832886776	12.2173082453906	tr|A0A0D9S338|A0A0D9S338_CHLSB	tr|A0A0D9S338|A0A0D9S338_CHLSB
			16	16	16	33.4	33.4	33.4	50.617	0	119.69	102340000	47	16	16	16	NaN	1	1	7	10	7	14	4	0	0	0	1	7	10	7	14	4	0	0	0	1	7	10	7	14	4	0	0	0	428	428	41563	11204000	25967000	1993100	54841000	8293300	0	0	0	13.7631086019321	18.3196368433482	18.2389271439702	16.7639644390973	18.2215210415396	16.3272894826101	12.3807015965052	11.1084969138053	11.4013706063224	tr|A0A0D9S347|A0A0D9S347_CHLSB	tr|A0A0D9S347|A0A0D9S347_CHLSB
			3	3	3	6.9	6.9	6.9	60.995	0	40.617	3272900	4	3	3	3	NaN	1	0	0	0	1	3	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	1	3	1	0	0	0	534	534	0	0	0	25415	2802000	445450	0	0	0	11.0136680264558	11.6704828859373	9.88553454046015	11.2944484422201	13.6806891693602	12.2873083683738	11.1369205979398	13.1879137802605	12.3282489072566	tr|A0A0D9S360|A0A0D9S360_CHLSB	tr|A0A0D9S360|A0A0D9S360_CHLSB
			4	4	4	10.7	10.7	10.7	58.688	0	23.412	2599400	5	4	4	4	NaN	1	0	0	0	1	4	0	1	0	0	0	0	0	1	4	0	1	0	0	0	0	0	1	4	0	1	0	0	522	522	0	0	0	141790	2433500	0	24049	0	0	11.0272567720269	11.1029221381916	11.9940957892192	12.8280372855802	13.6127533350447	9.57440153234995	12.9770294338664	11.8841141938761	12.4279648435319	tr|A0A0D9S363|A0A0D9S363_CHLSB	tr|A0A0D9S363|A0A0D9S363_CHLSB
			6	6	6	17.1	17.1	17.1	59.714	0	71.516	8298800	11	6	6	6	NaN	1	0	1	5	2	6	2	0	0	0	0	1	5	2	6	2	0	0	0	0	1	5	2	6	2	0	0	0	532	532	0	127870	850430	794800	5970000	555680	0	0	0	10.6646844566701	12.580729651599	14.7888712388439	14.6414308754925	15.342248325575	12.9989253274038	12.7520973851936	12.2546717317537	12.3654576955634	tr|A0A0D9S379|A0A0D9S379_CHLSB	tr|A0A0D9S379|A0A0D9S379_CHLSB
